tax_id	abundance	kingdom; phylum; class; order; family; genus; species	estimated counts
11131404	0.00044707429322813936	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__midas_g_648; s__midas_s_648	19.420460223537145
991454	0.07299208813406463	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__midas_g_99; s__midas_s_99	3170.7033164556333
36911455	0.0015660431425217974	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__midas_g_99; s__midas_s_99	68.02734806800436
87051455	0.000410854713299174	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__midas_g_99; s__midas_s_99	17.84711789100282
71871455	0.0013195752785717916	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__midas_g_99; s__midas_s_99	57.321030525880055
17021453	0.00039154304432294506	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__midas_g_99; s__midas_s_99	17.00823830234441
39121454	0.00395427743471743	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__midas_g_99; s__midas_s_99	171.76985748669046
54661455	0.004028203330489327	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__midas_g_99; s__midas_s_99	174.98112447312587
28121441	0.0006838530241178718	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Tetrasphaera; s__Tetrasphaera_vanveenii	29.70589151465623
621442	0.0018978520204843141	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Ca_Phosphoribacter; s__midas_s_5	82.44079391781813
4761443	0.004517905682842178	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Ca_Phosphoribacter; s__midas_s_5	196.25330495698137
20731444	0.0015187082971343765	k__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__CL500-29_marine_group; s__midas_s_1782	65.97116971922019
59301444	0.0003967240259077263	k__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__CL500-29_marine_group; s__midas_s_21	17.233294961405722
211444	0.009499743535337325	k__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__CL500-29_marine_group; s__midas_s_21	412.65935943151806
56951443	0.002073704156111258	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__midas_o_5; f__midas_f_5; g__midas_g_957; s__midas_s_957	90.07963483731693
46001443	0.0008735597533983822	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__midas_o_5; f__midas_f_5; g__midas_g_957; s__midas_s_4600	37.946562127872326
311442	0.0018237774984362551	k__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__SJA-28; f__midas_f_31; g__midas_g_31; s__midas_s_31	79.22307075457249
731442	0.0004911182904292584	k__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__SJA-28; f__midas_f_31; g__midas_g_31; s__midas_s_31	21.333687417956554
31527	0.11775529098049958	k__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Ca_Microthrix; s__Ca_Microthrix_parvicella	5115.172084901921
3081445	0.0010589136375828221	k__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Ca_Microthrix; s__Ca_Microthrix_parvicella	45.99814950296021
50161452	0.031009728835661995	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Niabella; s__midas_s_5016	1347.0316108923214
218041350	0.00031449966417663224	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ottowia; s__midas_s_21804	13.661550912168728
41481	0.015623286831566288	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Trichococcus; s__midas_s_4	678.659956676408
301481	0.002611713647523493	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Trichococcus; s__midas_s_4	113.45022913477301
5291481	0.0024515210208405887	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Trichococcus; s__midas_s_4	106.49162162429434
1041481	0.0010976106749485458	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Trichococcus; s__midas_s_4	47.67911010908988
611481	0.002781726065861101	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Trichococcus; s__midas_s_4	120.83539857494036
865971354	0.0004032027635096904	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__midas_g_41102; s__midas_s_59116	17.51472484409744
951271354	0.0008168907812911012	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__midas_g_41102; s__midas_s_59116	35.48491864850414
813231354	0.0003726703575703482	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__midas_g_41102; s__midas_s_59116	16.188427662498356
591161354	0.00031339129943071974	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__midas_g_41102; s__midas_s_59116	13.613404655971035
950421354	0.0006717847537944724	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__midas_g_41102; s__midas_s_41102	29.181657920078088
